localminute,dataid,meter_value
2015-10-01 21:02:59-05,7674,265098
2015-10-01 21:03:02-05,2034,72402
2015-10-01 21:03:04-05,7919,289260
2015-10-01 21:03:14-05,5785,164288
2015-10-01 21:03:25-05,1801,110118
2015-10-01 21:03:31-05,1185,139352
2015-10-01 21:03:37-05,8156,251854
2015-10-01 21:03:58-05,5814,802864
2015-10-01 21:04:29-05,6910,179144
2015-10-01 21:04:30-05,5814,802864
2015-10-01 21:04:42-05,1086,83342
2015-10-01 21:04:45-05,7030,141698
2015-10-01 21:04:47-05,2461,120226
2015-10-01 21:04:50-05,1697,266222
2015-10-01 21:05:01-05,4352,218228
2015-10-01 21:06:05-05,1714,147064
2015-10-01 21:06:37-05,1283,167114
2015-10-01 21:06:38-05,94,116658
2015-10-01 21:06:57-05,4514,382204
2015-10-01 21:06:57-05,5403,112932
2015-10-01 21:06:58-05,3893,89560
2015-10-01 21:07:01-05,2233,180966
2015-10-01 21:07:04-05,3723,242106
2015-10-01 21:07:18-05,5131,104140
2015-10-01 21:07:32-05,1714,147064
2015-10-01 21:07:35-05,4998,163004
2015-10-01 21:07:42-05,8155,243622
2015-10-01 21:07:42-05,6910,179146
2015-10-01 21:07:56-05,5403,112932
2015-10-01 21:07:57-05,1718,161122
2015-10-01 21:07:58-05,4514,382204
2015-10-01 21:08:02-05,3778,117204
2015-10-01 21:08:11-05,2018,204528
2015-10-01 21:08:13-05,7117,211830
2015-10-01 21:08:25-05,7017,375968
2015-10-01 21:08:25-05,1800,125016
2015-10-01 21:08:28-05,9295,157588
2015-10-01 21:08:32-05,77,58852
2015-10-01 21:08:32-05,1714,147064
2015-10-01 21:08:37-05,9052,297576
2015-10-01 21:08:48-05,2034,72402
2015-10-01 21:09:25-05,9474,206482
2015-10-01 21:09:31-05,4447,88660
2015-10-01 21:09:32-05,1714,147064
2015-10-01 21:09:37-05,252,329250
2015-10-01 21:09:43-05,739,88874
2015-10-01 21:10:12-05,1086,83342
2015-10-01 21:10:28-05,5972,279344
2015-10-01 21:10:39-05,6910,179146
2015-10-01 21:10:43-05,9295,157588
2015-10-01 21:10:49-05,5810,97560
2015-10-01 21:10:51-05,9639,211664
2015-10-01 21:11:02-05,739,88874
2015-10-01 21:11:11-05,7794,433398
2015-10-01 21:11:12-05,7429,132644
2015-10-01 21:11:32-05,2034,72402
2015-10-01 21:11:56-05,4514,382204
2015-10-01 21:12:12-05,1086,83342
2015-10-01 21:12:41-05,7900,178798
2015-10-01 21:12:46-05,1714,147064
2015-10-01 21:12:47-05,2034,72402
2015-10-01 21:12:59-05,3893,89560
2015-10-01 21:13:04-05,3723,242106
2015-10-01 21:13:07-05,484,99324
2015-10-01 21:13:07-05,5810,97560
2015-10-01 21:13:15-05,5785,164288
2015-10-01 21:13:17-05,2034,72402
2015-10-01 21:13:27-05,1086,83342
2015-10-01 21:13:32-05,2034,72402
2015-10-01 21:13:37-05,252,329250
2015-10-01 21:13:37-05,8156,251854
2015-10-01 21:13:37-05,739,88874
2015-10-01 21:13:42-05,6910,179146
2015-10-01 21:13:44-05,7674,265098
2015-10-01 21:13:46-05,35,93484
2015-10-01 21:13:57-05,1714,147064
2015-10-01 21:14:04-05,4767,123054
2015-10-01 21:14:25-05,5814,802864
2015-10-01 21:14:28-05,9295,157588
2015-10-01 21:14:48-05,7030,141698
2015-10-01 21:14:59-05,4514,382204
2015-10-01 21:15:07-05,739,88874
2015-10-01 21:15:19-05,871,106464
2015-10-01 21:16:05-05,739,88874
2015-10-01 21:16:06-05,871,106464
2015-10-01 21:16:27-05,1086,83342
2015-10-01 21:16:37-05,5439,181046
2015-10-01 21:16:38-05,1790,296390
2015-10-01 21:16:44-05,35,93484
2015-10-01 21:16:48-05,744,134316
2015-10-01 21:16:56-05,1714,147064
2015-10-01 21:17:03-05,4373,235236
2015-10-01 21:17:06-05,9134,230552
2015-10-01 21:17:33-05,4998,163004
2015-10-01 21:17:41-05,9956,95874
2015-10-01 21:17:47-05,7030,141698
2015-10-01 21:17:53-05,5403,112932
2015-10-01 21:18:09-05,5129,153676
2015-10-01 21:18:14-05,6910,179146
2015-10-01 21:18:18-05,5484,262744
2015-10-01 21:18:23-05,1801,110118
2015-10-01 21:18:44-05,5810,97560
2015-10-01 21:18:46-05,6910,179146
2015-10-01 21:18:47-05,7030,141698
2015-10-01 21:18:48-05,6412,133036
2015-10-01 21:18:59-05,1714,147064
2015-10-01 21:19:05-05,8086,228210
2015-10-01 21:19:07-05,483,360474
2015-10-01 21:19:19-05,5131,104140
2015-10-01 21:19:21-05,871,106464
2015-10-01 21:19:23-05,1801,110118
2015-10-01 21:19:30-05,7674,265100
2015-10-01 21:19:33-05,484,99324
2015-10-01 21:19:39-05,1790,296390
2015-10-01 21:19:44-05,2378,159390
2015-10-01 21:19:57-05,1718,161122
2015-10-01 21:20:15-05,7674,265100
2015-10-01 21:20:24-05,9474,206486
2015-10-01 21:20:33-05,739,88874
2015-10-01 21:20:48-05,94,116658
2015-10-01 21:21:18-05,2034,72402
2015-10-01 21:21:29-05,7674,265100
2015-10-01 21:21:31-05,1185,139352
2015-10-01 21:21:35-05,1790,296390
2015-10-01 21:21:38-05,484,99324
2015-10-01 21:21:45-05,7030,141698
2015-10-01 21:22:13-05,4029,299912
2015-10-01 21:22:15-05,3635,151330
2015-10-01 21:22:37-05,9052,297576
2015-10-01 21:23:02-05,2034,72402
2015-10-01 21:23:14-05,1714,147064
2015-10-01 21:23:15-05,5810,97560
2015-10-01 21:23:20-05,94,116658
2015-10-01 21:23:28-05,3893,89560
2015-10-01 21:24:14-05,7674,265100
2015-10-01 21:24:29-05,7674,265100
2015-10-01 21:24:42-05,1086,83342
2015-10-01 21:24:43-05,9295,157588
2015-10-01 21:25:11-05,9849,33648
2015-10-01 21:25:11-05,2335,202104
2015-10-01 21:25:24-05,9474,206486
2015-10-01 21:25:32-05,77,58852
2015-10-01 21:25:32-05,1185,139352
2015-10-01 21:25:39-05,1790,296390
2015-10-01 21:26:01-05,5814,802864
2015-10-01 21:26:01-05,5403,112932
2015-10-01 21:26:29-05,4031,104670
2015-10-01 21:27:16-05,4352,218228
2015-10-01 21:27:36-05,5439,181046
2015-10-01 21:28:02-05,2034,72402
2015-10-01 21:28:04-05,3723,242106
2015-10-01 21:28:32-05,2034,72402
2015-10-01 21:28:37-05,252,329250
2015-10-01 21:28:50-05,1714,147064
2015-10-01 21:28:54-05,871,106464
2015-10-01 21:29:00-05,9134,230552
2015-10-01 21:29:20-05,3778,117204
2015-10-01 21:29:42-05,1086,83342
2015-10-01 21:30:54-05,6910,179146
2015-10-01 21:31:03-05,6412,133036
2015-10-01 21:31:35-05,7287,221110
2015-10-01 21:31:51-05,114,128320
2015-10-01 21:31:57-05,1086,83342
2015-10-01 21:31:57-05,6910,179146
2015-10-01 21:32:02-05,484,99324
2015-10-01 21:32:32-05,2034,72402
2015-10-01 21:32:59-05,6910,179146
2015-10-01 21:32:59-05,94,116658
2015-10-01 21:33:12-05,5785,164288
2015-10-01 21:33:27-05,1185,139352
2015-10-01 21:33:31-05,35,93484
2015-10-01 21:33:44-05,7674,265100
2015-10-01 21:33:49-05,1507,390386
2015-10-01 21:33:50-05,7287,221110
2015-10-01 21:33:55-05,1718,161122
2015-10-01 21:34:02-05,94,116658
2015-10-01 21:34:04-05,1507,390386
2015-10-01 21:34:18-05,6412,133036
2015-10-01 21:34:24-05,1800,125016
2015-10-01 21:34:26-05,5814,802864
2015-10-01 21:34:55-05,1718,161122
2015-10-01 21:34:59-05,8829,155880
2015-10-01 21:35:03-05,739,88874
2015-10-01 21:35:32-05,2034,72402
2015-10-01 21:35:37-05,1714,147064
2015-10-01 21:35:42-05,484,99324
2015-10-01 21:36:20-05,871,106464
2015-10-01 21:36:26-05,4031,104670
2015-10-01 21:36:29-05,3039,133678
2015-10-01 21:36:35-05,4421,85358
2015-10-01 21:36:37-05,5439,181046
2015-10-01 21:36:42-05,370,87890
2015-10-01 21:36:51-05,9639,211664
2015-10-01 21:36:56-05,7460,279330
2015-10-01 21:37:04-05,2233,180966
2015-10-01 21:37:34-05,4421,85358
2015-10-01 21:37:37-05,8156,251854
2015-10-01 21:37:51-05,7030,141698
2015-10-01 21:38:04-05,4514,382204
2015-10-01 21:38:19-05,7117,211830
2015-10-01 21:38:20-05,871,106464
2015-10-01 21:38:26-05,2470,220452
2015-10-01 21:38:33-05,6412,133036
2015-10-01 21:38:37-05,5439,181046
2015-10-01 21:39:17-05,1714,147064
2015-10-01 21:39:18-05,2034,72402
2015-10-01 21:39:28-05,1801,110118
2015-10-01 21:39:29-05,3039,133678
2015-10-01 21:39:47-05,1697,266228
2015-10-01 21:39:55-05,7017,375968
2015-10-01 21:40:15-05,5814,802864
2015-10-01 21:40:19-05,871,106464
2015-10-01 21:40:21-05,4447,88666
2015-10-01 21:40:27-05,6910,179146
2015-10-01 21:40:42-05,5814,802864
2015-10-01 21:40:52-05,1589,193946
2015-10-01 21:40:52-05,8467,87016
2015-10-01 21:41:12-05,1086,83342
2015-10-01 21:41:28-05,3893,89560
2015-10-01 21:41:33-05,6412,133036
2015-10-01 21:41:34-05,739,88874
2015-10-01 21:41:38-05,1283,167118
2015-10-01 21:41:38-05,252,329250
2015-10-01 21:41:39-05,6910,179146
2015-10-01 21:41:53-05,5814,802864
2015-10-01 21:41:53-05,5193,149872
2015-10-01 21:42:05-05,661,194704
2015-10-01 21:42:06-05,2335,202104
2015-10-01 21:42:13-05,2638,171852
2015-10-01 21:42:34-05,1507,390386
2015-10-01 21:42:35-05,5193,149872
2015-10-01 21:43:02-05,5403,112932
2015-10-01 21:43:05-05,3723,242106
2015-10-01 21:43:49-05,1714,147064
2015-10-01 21:43:57-05,484,99326
2015-10-01 21:43:58-05,3893,89560
2015-10-01 21:44:17-05,7739,149768
2015-10-01 21:44:21-05,1714,147064
2015-10-01 21:44:36-05,9052,297576
2015-10-01 21:44:37-05,252,329250
2015-10-01 21:44:49-05,871,106464
2015-10-01 21:44:58-05,9121,193650
2015-10-01 21:45:02-05,2034,72402
2015-10-01 21:45:05-05,7287,221110
2015-10-01 21:45:24-05,9474,206486
2015-10-01 21:45:31-05,4352,218228
2015-10-01 21:45:42-05,1086,83342
2015-10-01 21:45:44-05,1697,266228
2015-10-01 21:45:49-05,8467,87016
2015-10-01 21:46:07-05,2018,204528
2015-10-01 21:46:08-05,7429,132644
2015-10-01 21:46:14-05,5785,164288
2015-10-01 21:46:14-05,7674,265100
2015-10-01 21:46:19-05,1507,390386
2015-10-01 21:46:20-05,7287,221110
2015-10-01 21:46:23-05,739,88876
2015-10-01 21:46:28-05,5131,104140
2015-10-01 21:46:32-05,2034,72402
2015-10-01 21:46:51-05,9639,211664
2015-10-01 21:47:02-05,2034,72402
2015-10-01 21:47:13-05,1086,83342
2015-10-01 21:47:14-05,9295,157588
2015-10-01 21:47:27-05,5131,104140
2015-10-01 21:47:29-05,5972,279346
2015-10-01 21:47:33-05,1801,110118
2015-10-01 21:47:39-05,2129,172184
2015-10-01 21:47:40-05,7017,375968
2015-10-01 21:47:53-05,5193,149872
2015-10-01 21:47:54-05,1714,147064
2015-10-01 21:48:00-05,7674,265100
2015-10-01 21:48:07-05,871,106464
2015-10-01 21:48:37-05,5439,181046
2015-10-01 21:48:51-05,7030,141700
2015-10-01 21:48:52-05,7900,178798
2015-10-01 21:49:06-05,9639,211664
2015-10-01 21:49:06-05,7429,132644
2015-10-01 21:49:21-05,7117,211830
2015-10-01 21:49:29-05,7674,265100
2015-10-01 21:49:34-05,5810,97562
2015-10-01 21:49:48-05,2034,72402
2015-10-01 21:49:59-05,9729,122202
2015-10-01 21:50:05-05,5403,112934
2015-10-01 21:50:11-05,7794,433402
2015-10-01 21:50:19-05,5810,97562
2015-10-01 21:50:31-05,1801,110118
2015-10-01 21:50:52-05,3527,235128
2015-10-01 21:50:55-05,7017,375968
2015-10-01 21:51:00-05,1718,161122
2015-10-01 21:51:20-05,5810,97562
2015-10-01 21:51:21-05,5131,104140
2015-10-01 21:51:21-05,7287,221110
2015-10-01 21:51:48-05,2034,72402
2015-10-01 21:51:49-05,2461,120228
2015-10-01 21:51:58-05,3893,89560
2015-10-01 21:52:05-05,7429,132644
2015-10-01 21:52:08-05,4514,382204
2015-10-01 21:52:24-05,7117,211830
2015-10-01 21:52:24-05,6910,179146
2015-10-01 21:52:42-05,370,87890
2015-10-01 21:52:45-05,871,106464
2015-10-01 21:52:58-05,1086,83342
2015-10-01 21:53:00-05,7674,265100
2015-10-01 21:53:04-05,5814,802864
2015-10-01 21:53:14-05,5785,164288
2015-10-01 21:53:24-05,9474,206486
2015-10-01 21:53:33-05,1283,167120
2015-10-01 21:53:34-05,6412,133036
2015-10-01 21:53:37-05,252,329250
2015-10-01 21:54:02-05,739,88876
2015-10-01 21:54:12-05,1086,83342
2015-10-01 21:54:35-05,7287,221110
2015-10-01 21:54:36-05,35,93484
2015-10-01 21:54:36-05,5814,802864
2015-10-01 21:54:41-05,8155,243622
2015-10-01 21:54:59-05,1718,161122
2015-10-01 21:55:06-05,7287,221110
2015-10-01 21:55:07-05,2335,202104
2015-10-01 21:55:22-05,7117,211830
2015-10-01 21:55:34-05,484,99326
2015-10-01 21:55:38-05,9956,95874
2015-10-01 21:55:57-05,7030,141700
2015-10-01 21:56:05-05,5892,264420
2015-10-01 21:56:09-05,2335,202104
2015-10-01 21:56:17-05,3367,311104
2015-10-01 21:56:44-05,3893,89560
2015-10-01 21:56:52-05,1589,193946
2015-10-01 21:57:11-05,7794,433406
2015-10-01 21:57:18-05,5131,104140
2015-10-01 21:57:57-05,1718,161122
2015-10-01 21:58:07-05,484,99326
2015-10-01 21:58:31-05,4296,168968
2015-10-01 21:58:37-05,252,329250
2015-10-01 21:58:37-05,8156,251854
2015-10-01 21:58:38-05,370,87890
2015-10-01 21:58:54-05,8467,87016
2015-10-01 21:59:15-05,7674,265100
2015-10-01 21:59:17-05,5131,104140
2015-10-01 21:59:32-05,2034,72402
2015-10-01 21:59:34-05,6412,133036
2015-10-01 21:59:52-05,7741,271186
2015-10-01 21:59:57-05,1718,161122
2015-10-01 21:59:57-05,1086,83342
2015-10-01 22:00:08-05,2018,204528
2015-10-01 22:00:32-05,2034,72402
2015-10-01 22:00:35-05,1507,390386
2015-10-01 22:00:39-05,871,106464
2015-10-01 22:00:50-05,7287,221110
2015-10-01 22:01:11-05,7794,433408
2015-10-01 22:01:27-05,6910,179146
2015-10-01 22:01:32-05,77,58852
2015-10-01 22:01:50-05,2461,120228
2015-10-01 22:01:54-05,739,88876
2015-10-01 22:01:56-05,7460,279332
2015-10-01 22:01:58-05,1086,83342
2015-10-01 22:01:59-05,3893,89560
2015-10-01 22:02:07-05,871,106464
2015-10-01 22:02:16-05,3134,162398
2015-10-01 22:02:18-05,2034,72402
2015-10-01 22:02:53-05,1589,193946
2015-10-01 22:02:57-05,4029,299912
2015-10-01 22:03:15-05,2980,135266
2015-10-01 22:03:15-05,7674,265100
2015-10-01 22:03:32-05,6910,179146
2015-10-01 22:03:40-05,5193,149874
2015-10-01 22:04:10-05,94,116666
2015-10-01 22:04:41-05,739,88876
2015-10-01 22:04:46-05,6910,179146
2015-10-01 22:04:51-05,2461,120228
2015-10-01 22:04:55-05,8890,197206
2015-10-01 22:04:56-05,739,88876
2015-10-01 22:04:59-05,7674,265100
2015-10-01 22:05:09-05,4514,382204
2015-10-01 22:05:09-05,5785,164288
2015-10-01 22:05:13-05,1589,193946
2015-10-01 22:05:25-05,1714,147064
2015-10-01 22:05:42-05,484,99326
2015-10-01 22:06:26-05,739,88876
2015-10-01 22:07:01-05,6910,179146
2015-10-01 22:07:12-05,1589,193946
2015-10-01 22:07:29-05,1714,147064
2015-10-01 22:08:40-05,222,612314
2015-10-01 22:08:48-05,2034,72402
2015-10-01 22:08:50-05,1714,147064
2015-10-01 22:09:07-05,94,116668
2015-10-01 22:09:25-05,9474,206486
2015-10-01 22:09:38-05,8156,251854
2015-10-01 22:09:41-05,3039,133680
2015-10-01 22:09:45-05,6910,179146
2015-10-01 22:09:47-05,2461,120228
2015-10-01 22:09:54-05,4767,123054
2015-10-01 22:09:56-05,7017,375968
2015-10-01 22:10:08-05,7429,132644
2015-10-01 22:10:13-05,4514,382206
2015-10-01 22:10:19-05,6412,133036
2015-10-01 22:10:30-05,739,88876
2015-10-01 22:11:29-05,4998,163004
2015-10-01 22:11:39-05,1790,296390
2015-10-01 22:11:40-05,744,134316
2015-10-01 22:12:08-05,7429,132644
2015-10-01 22:12:09-05,484,99326
2015-10-01 22:12:12-05,6910,179146
2015-10-01 22:12:13-05,1086,83342
2015-10-01 22:12:24-05,5810,97562
2015-10-01 22:12:28-05,1801,110118
2015-10-01 22:12:28-05,9766,158512
2015-10-01 22:12:35-05,2072,267844
2015-10-01 22:12:38-05,1790,296390
2015-10-01 22:12:38-05,8156,251854
2015-10-01 22:13:01-05,8890,197206
2015-10-01 22:13:05-05,1507,390386
2015-10-01 22:13:10-05,7017,375968
2015-10-01 22:13:21-05,4031,104670
2015-10-01 22:13:36-05,94,116668
2015-10-01 22:13:46-05,3778,117204
2015-10-01 22:14:06-05,9639,211664
2015-10-01 22:14:06-05,4732,183852
2015-10-01 22:14:21-05,7287,221110
2015-10-01 22:14:21-05,9639,211664
2015-10-01 22:14:31-05,4998,163004
2015-10-01 22:14:47-05,871,106464
2015-10-01 22:14:51-05,9639,211664
2015-10-01 22:15:32-05,77,58852
2015-10-01 22:15:35-05,7287,221110
2015-10-01 22:16:06-05,2335,202104
2015-10-01 22:16:11-05,9956,95874
2015-10-01 22:16:15-05,1714,147064
2015-10-01 22:16:22-05,4447,88666
2015-10-01 22:16:28-05,1086,83342
2015-10-01 22:16:53-05,5814,802864
2015-10-01 22:16:55-05,5810,97562
2015-10-01 22:16:57-05,8890,197206
2015-10-01 22:17:27-05,1801,110118
2015-10-01 22:17:32-05,77,58852
2015-10-01 22:17:36-05,7287,221110
2015-10-01 22:17:44-05,94,116668
2015-10-01 22:17:48-05,1718,161122
2015-10-01 22:17:52-05,739,88876
2015-10-01 22:18:04-05,3723,242106
2015-10-01 22:18:12-05,5810,97562
2015-10-01 22:18:13-05,9295,157598
2015-10-01 22:18:22-05,5814,802864
2015-10-01 22:18:22-05,1185,139352
2015-10-01 22:18:36-05,5814,802864
2015-10-01 22:18:47-05,2034,72402
2015-10-01 22:18:50-05,5814,802864
2015-10-01 22:19:05-05,3723,242106
2015-10-01 22:19:26-05,7117,211830
2015-10-01 22:19:34-05,4998,163004
2015-10-01 22:19:37-05,8156,251854
2015-10-01 22:19:47-05,2034,72402
2015-10-01 22:19:53-05,5810,97562
2015-10-01 22:19:59-05,7674,265100
2015-10-01 22:21:03-05,2034,72402
2015-10-01 22:21:06-05,871,106464
2015-10-01 22:21:25-05,1185,139352
2015-10-01 22:21:33-05,1790,296390
2015-10-01 22:21:44-05,8467,87016
2015-10-01 22:21:54-05,5403,112934
2015-10-01 22:22:06-05,9639,211664
2015-10-01 22:22:52-05,5403,112934
2015-10-01 22:22:53-05,1791,130836
2015-10-01 22:23:11-05,7017,375968
2015-10-01 22:23:25-05,2470,220452
2015-10-01 22:23:32-05,2034,72402
2015-10-01 22:23:41-05,3039,133680
2015-10-01 22:23:48-05,2034,72402
2015-10-01 22:23:55-05,7030,141700
2015-10-01 22:24:01-05,4352,218228
2015-10-01 22:24:02-05,2034,72402
2015-10-01 22:24:10-05,2638,171854
2015-10-01 22:24:24-05,1185,139352
2015-10-01 22:24:45-05,7674,265100
2015-10-01 22:25:12-05,1086,83342
2015-10-01 22:25:16-05,4031,104670
2015-10-01 22:25:23-05,8084,91774
2015-10-01 22:25:29-05,739,88876
2015-10-01 22:25:30-05,871,106464
2015-10-01 22:25:38-05,8156,251854
2015-10-01 22:25:40-05,1283,167120
2015-10-01 22:25:45-05,1714,147064
2015-10-01 22:25:49-05,1507,390386
2015-10-01 22:26:02-05,2034,72402
2015-10-01 22:26:51-05,7287,221110
2015-10-01 22:27:00-05,1589,193946
2015-10-01 22:27:19-05,5810,97562
2015-10-01 22:27:26-05,1589,193946
2015-10-01 22:27:37-05,4421,85358
2015-10-01 22:27:47-05,2034,72402
2015-10-01 22:27:51-05,7287,221110
2015-10-01 22:28:19-05,1714,147064
2015-10-01 22:28:28-05,871,106464
2015-10-01 22:29:01-05,5814,802864
2015-10-01 22:29:23-05,1790,296390
2015-10-01 22:29:44-05,484,99326
2015-10-01 22:29:45-05,1619,63460
2015-10-01 22:30:03-05,4373,235236
2015-10-01 22:30:18-05,6412,133036
2015-10-01 22:30:38-05,8156,251854
2015-10-01 22:30:47-05,9631,108368
2015-10-01 22:30:56-05,1791,130836
2015-10-01 22:30:57-05,4029,299912
2015-10-01 22:30:58-05,1589,193946
2015-10-01 22:31:06-05,4732,183852
2015-10-01 22:31:22-05,4031,104670
2015-10-01 22:31:39-05,4998,163004
2015-10-01 22:31:51-05,5814,802864
2015-10-01 22:31:55-05,7017,375968
2015-10-01 22:32:15-05,1589,193946
2015-10-01 22:32:17-05,4514,382210
2015-10-01 22:32:24-05,6910,179146
2015-10-01 22:32:43-05,9631,108368
2015-10-01 22:33:13-05,739,88876
2015-10-01 22:33:35-05,1697,266230
2015-10-01 22:33:51-05,1718,161122
2015-10-01 22:33:53-05,6910,179146
2015-10-01 22:33:56-05,5810,97562
2015-10-01 22:33:58-05,1791,130836
2015-10-01 22:34:17-05,3367,311104
2015-10-01 22:34:21-05,1800,125016
2015-10-01 22:34:25-05,1589,193946
2015-10-01 22:34:32-05,35,93484
2015-10-01 22:34:33-05,5814,802864
2015-10-01 22:35:26-05,1801,110118
2015-10-01 22:35:36-05,4998,163004
2015-10-01 22:35:51-05,1718,161122
2015-10-01 22:35:59-05,9295,157598
2015-10-01 22:36:18-05,2034,72402
2015-10-01 22:36:41-05,7017,375968
2015-10-01 22:37:03-05,2335,202104
2015-10-01 22:37:12-05,1714,147064
2015-10-01 22:37:17-05,6836,92616
2015-10-01 22:37:22-05,1185,139352
2015-10-01 22:37:30-05,484,99326
2015-10-01 22:37:32-05,2034,72402
2015-10-01 22:37:42-05,1086,83342
2015-10-01 22:38:05-05,3723,242106
2015-10-01 22:38:15-05,7674,265100
2015-10-01 22:38:48-05,7030,141700
2015-10-01 22:38:49-05,1507,390386
2015-10-01 22:38:50-05,2461,120228
2015-10-01 22:38:57-05,484,99326
2015-10-01 22:39:00-05,739,88876
2015-10-01 22:39:05-05,4732,183852
2015-10-01 22:39:17-05,1589,193946
2015-10-01 22:39:32-05,5636,220436
2015-10-01 22:39:38-05,2129,172186
2015-10-01 22:39:52-05,871,106464
2015-10-01 22:39:55-05,5814,802864
2015-10-01 22:40:06-05,9639,211664
2015-10-01 22:40:10-05,7794,433414
2015-10-01 22:40:17-05,2034,72402
2015-10-01 22:40:32-05,77,58852
2015-10-01 22:40:38-05,252,329250
2015-10-01 22:40:50-05,1718,161122
2015-10-01 22:40:51-05,94,116668
2015-10-01 22:41:43-05,1086,83342
2015-10-01 22:41:43-05,9295,157598
2015-10-01 22:41:48-05,9729,122202
2015-10-01 22:41:51-05,5403,112934
2015-10-01 22:42:06-05,5785,164288
2015-10-01 22:42:24-05,222,612316
2015-10-01 22:42:24-05,2233,180966
2015-10-01 22:42:33-05,7117,211830
2015-10-01 22:42:48-05,871,106464
2015-10-01 22:43:17-05,2034,72402
2015-10-01 22:43:21-05,7287,221110
2015-10-01 22:43:26-05,6910,179146
2015-10-01 22:43:35-05,370,87890
2015-10-01 22:43:37-05,252,329250
2015-10-01 22:43:42-05,5814,802864
2015-10-01 22:43:43-05,8467,87016
2015-10-01 22:44:32-05,2034,72402
2015-10-01 22:45:01-05,3778,117204
2015-10-01 22:45:06-05,5193,149878
2015-10-01 22:45:12-05,5810,97562
2015-10-01 22:45:33-05,7739,149768
2015-10-01 22:45:43-05,1283,167120
2015-10-01 22:46:20-05,1507,390386
2015-10-01 22:46:26-05,484,99326
2015-10-01 22:46:38-05,5810,97562
2015-10-01 22:46:57-05,484,99326
2015-10-01 22:47:04-05,3723,242106
2015-10-01 22:47:13-05,4514,382210
2015-10-01 22:47:17-05,4031,104670
2015-10-01 22:47:37-05,252,329250
2015-10-01 22:47:37-05,5439,181048
2015-10-01 22:47:37-05,4998,163004
2015-10-01 22:47:42-05,1283,167120
2015-10-01 22:47:44-05,1718,161122
2015-10-01 22:47:48-05,1714,147064
2015-10-01 22:48:06-05,3635,151340
2015-10-01 22:48:08-05,3849,129848
2015-10-01 22:48:14-05,7674,265106
2015-10-01 22:48:15-05,1800,125016
2015-10-01 22:48:18-05,6412,133036
2015-10-01 22:48:18-05,2034,72402
2015-10-01 22:48:19-05,871,106464
2015-10-01 22:48:31-05,4296,168974
2015-10-01 22:48:37-05,8156,251854
2015-10-01 22:48:52-05,6910,179146
2015-10-01 22:49:02-05,2034,72402
2015-10-01 22:49:45-05,1283,167120
2015-10-01 22:49:53-05,739,88876
2015-10-01 22:49:57-05,1086,83342
2015-10-01 22:50:02-05,2034,72402
2015-10-01 22:50:17-05,4031,104670
2015-10-01 22:50:18-05,9956,95874
2015-10-01 22:50:19-05,5131,104142
2015-10-01 22:50:46-05,5810,97562
2015-10-01 22:50:58-05,484,99326
2015-10-01 22:51:09-05,9134,230562
2015-10-01 22:51:39-05,744,134330
2015-10-01 22:51:50-05,7030,141700
2015-10-01 22:51:58-05,1086,83342
2015-10-01 22:52:05-05,7287,221110
2015-10-01 22:52:05-05,4732,183852
2015-10-01 22:52:26-05,7017,375968
2015-10-01 22:52:28-05,2449,171142
2015-10-01 22:52:35-05,2129,172186
2015-10-01 22:52:37-05,739,88876
2015-10-01 22:53:04-05,7919,289264
2015-10-01 22:53:10-05,7017,375968
2015-10-01 22:53:12-05,1714,147064
2015-10-01 22:53:35-05,7117,211830
2015-10-01 22:53:42-05,8467,87016
2015-10-01 22:53:43-05,9295,157600
2015-10-01 22:53:45-05,5193,149878
2015-10-01 22:53:59-05,7674,265106
2015-10-01 22:54:05-05,9639,211664
2015-10-01 22:54:12-05,9956,95874
2015-10-01 22:54:18-05,2034,72402
2015-10-01 22:54:33-05,484,99326
2015-10-01 22:54:47-05,9631,108368
2015-10-01 22:54:49-05,5810,97562
2015-10-01 22:55:07-05,1714,147064
2015-10-01 22:55:09-05,3778,117204
2015-10-01 22:55:17-05,1185,139352
2015-10-01 22:55:28-05,4029,299912
2015-10-01 22:55:37-05,252,329250
2015-10-01 22:55:45-05,9631,108368
2015-10-01 22:55:58-05,1589,193946
2015-10-01 22:56:02-05,2034,72402
2015-10-01 22:56:05-05,3723,242106
2015-10-01 22:56:27-05,1086,83342
2015-10-01 22:56:31-05,1790,296390
2015-10-01 22:56:38-05,252,329250
2015-10-01 22:56:39-05,6910,179146
2015-10-01 22:56:43-05,4029,299912
2015-10-01 22:57:10-05,1714,147064
2015-10-01 22:57:11-05,6910,179146
2015-10-01 22:57:16-05,94,116668
2015-10-01 22:57:17-05,8084,91774
2015-10-01 22:57:19-05,6412,133036
2015-10-01 22:57:45-05,5810,97562
2015-10-01 22:57:48-05,739,88876
2015-10-01 22:57:49-05,1507,390388
2015-10-01 22:57:55-05,5403,112934
2015-10-01 22:58:04-05,739,88876
2015-10-01 22:58:04-05,7919,289264
2015-10-01 22:58:18-05,484,99326
2015-10-01 22:59:06-05,5814,802864
2015-10-01 22:59:10-05,94,116668
2015-10-01 22:59:13-05,9134,230562
2015-10-01 22:59:44-05,114,128320
2015-10-01 23:00:02-05,2034,72402
2015-10-01 23:00:04-05,484,99326
2015-10-01 23:00:37-05,252,329250
2015-10-01 23:00:44-05,8467,87016
2015-10-01 23:00:45-05,7674,265106
2015-10-01 23:00:50-05,7030,141700
2015-10-01 23:00:53-05,1589,193946
