localminute,dataid,meter_value
2015-10-01 23:00:56-05,871,106464
2015-10-01 23:01:02-05,2034,72402
2015-10-01 23:01:09-05,3778,117204
2015-10-01 23:01:38-05,8156,251854
2015-10-01 23:01:45-05,6910,179146
2015-10-01 23:01:52-05,1589,193946
2015-10-01 23:02:02-05,2034,72404
2015-10-01 23:02:26-05,7017,375968
2015-10-01 23:02:38-05,484,99326
2015-10-01 23:02:38-05,8156,251854
2015-10-01 23:03:21-05,9639,211664
2015-10-01 23:03:34-05,6412,133036
2015-10-01 23:03:59-05,6910,179146
2015-10-01 23:04:00-05,9121,193652
2015-10-01 23:04:06-05,3635,151340
2015-10-01 23:04:10-05,1800,125016
2015-10-01 23:04:13-05,6910,179146
2015-10-01 23:04:33-05,1556,202710
2015-10-01 23:04:35-05,7287,221110
2015-10-01 23:04:37-05,1589,193946
2015-10-01 23:04:42-05,6910,179146
2015-10-01 23:04:47-05,2034,72404
2015-10-01 23:04:57-05,1086,83342
2015-10-01 23:05:07-05,871,106464
2015-10-01 23:05:14-05,5193,149878
2015-10-01 23:05:16-05,1185,139354
2015-10-01 23:05:18-05,2034,72404
2015-10-01 23:06:13-05,3893,89562
2015-10-01 23:06:20-05,1507,390388
2015-10-01 23:06:38-05,8156,251854
2015-10-01 23:06:43-05,3893,89562
2015-10-01 23:07:03-05,1714,147064
2015-10-01 23:07:29-05,7674,265106
2015-10-01 23:07:39-05,94,116668
2015-10-01 23:07:40-05,35,93484
2015-10-01 23:07:44-05,1714,147064
2015-10-01 23:07:47-05,2034,72404
2015-10-01 23:08:42-05,1086,83342
2015-10-01 23:08:43-05,1718,161122
2015-10-01 23:08:43-05,94,116668
2015-10-01 23:09:19-05,1507,390388
2015-10-01 23:09:25-05,7017,375968
2015-10-01 23:09:26-05,739,88876
2015-10-01 23:09:27-05,484,99326
2015-10-01 23:09:30-05,4352,218230
2015-10-01 23:09:32-05,77,58852
2015-10-01 23:09:46-05,4352,218230
2015-10-01 23:09:48-05,5403,112934
2015-10-01 23:10:02-05,2034,72404
2015-10-01 23:10:08-05,871,106464
2015-10-01 23:10:13-05,1714,147064
2015-10-01 23:10:39-05,94,116668
2015-10-01 23:10:40-05,222,612316
2015-10-01 23:10:44-05,4998,163004
2015-10-01 23:10:47-05,9729,122202
2015-10-01 23:10:58-05,6910,179146
2015-10-01 23:11:12-05,4029,299912
2015-10-01 23:11:28-05,1801,110118
2015-10-01 23:11:39-05,5972,279346
2015-10-01 23:11:58-05,3893,89562
2015-10-01 23:12:04-05,4447,88666
2015-10-01 23:12:05-05,5892,264420
2015-10-01 23:12:23-05,5193,149878
2015-10-01 23:12:32-05,77,58852
2015-10-01 23:12:37-05,8156,251854
2015-10-01 23:12:50-05,5810,97562
2015-10-01 23:12:54-05,1791,130836
2015-10-01 23:13:00-05,739,88876
2015-10-01 23:13:08-05,4514,382210
2015-10-01 23:13:13-05,9295,157608
2015-10-01 23:13:32-05,1714,147064
2015-10-01 23:13:40-05,7017,375968
2015-10-01 23:13:45-05,1718,161122
2015-10-01 23:13:47-05,9631,108368
2015-10-01 23:14:06-05,2638,171854
2015-10-01 23:14:07-05,483,360474
2015-10-01 23:14:07-05,3635,151340
2015-10-01 23:14:20-05,1185,139354
2015-10-01 23:14:21-05,9639,211664
2015-10-01 23:14:45-05,7674,265106
2015-10-01 23:14:54-05,222,612316
2015-10-01 23:15:05-05,5892,264420
2015-10-01 23:15:17-05,6836,92616
2015-10-01 23:15:29-05,9295,157608
2015-10-01 23:15:31-05,114,128320
2015-10-01 23:15:37-05,484,99326
2015-10-01 23:15:48-05,6412,133036
2015-10-01 23:15:54-05,7429,132644
2015-10-01 23:16:22-05,2018,204528
2015-10-01 23:16:36-05,94,116668
2015-10-01 23:16:36-05,484,99326
2015-10-01 23:16:39-05,6910,179146
2015-10-01 23:16:42-05,8155,243624
2015-10-01 23:16:45-05,1718,161122
2015-10-01 23:16:49-05,4998,163004
2015-10-01 23:16:59-05,7674,265106
2015-10-01 23:17:07-05,3134,162398
2015-10-01 23:17:11-05,7794,433416
2015-10-01 23:17:15-05,1185,139354
2015-10-01 23:17:26-05,7117,211830
2015-10-01 23:17:32-05,5193,149878
2015-10-01 23:17:37-05,8156,251854
2015-10-01 23:17:47-05,1718,161122
2015-10-01 23:18:02-05,2638,171854
2015-10-01 23:18:05-05,4732,183860
2015-10-01 23:18:27-05,1086,83342
2015-10-01 23:18:30-05,5129,153676
2015-10-01 23:18:32-05,5193,149880
2015-10-01 23:18:36-05,739,88876
2015-10-01 23:18:37-05,5439,181048
2015-10-01 23:18:39-05,484,99326
2015-10-01 23:18:49-05,6412,133036
2015-10-01 23:19:01-05,1714,147064
2015-10-01 23:19:12-05,6910,179146
2015-10-01 23:19:13-05,3893,89562
2015-10-01 23:19:29-05,3039,133680
2015-10-01 23:19:42-05,6910,179146
2015-10-01 23:19:44-05,1619,63462
2015-10-01 23:19:50-05,1507,390388
2015-10-01 23:19:55-05,5810,97562
2015-10-01 23:20:03-05,4373,235236
2015-10-01 23:20:04-05,4514,382210
2015-10-01 23:20:28-05,4029,299912
2015-10-01 23:20:42-05,5810,97562
2015-10-01 23:20:59-05,3893,89562
2015-10-01 23:21:06-05,8086,228212
2015-10-01 23:21:14-05,9295,157608
2015-10-01 23:21:37-05,5439,181048
2015-10-01 23:21:54-05,7030,141702
2015-10-01 23:21:58-05,9295,157608
2015-10-01 23:22:12-05,1800,125016
2015-10-01 23:22:29-05,7674,265106
2015-10-01 23:22:55-05,1791,130838
2015-10-01 23:23:12-05,1086,83342
2015-10-01 23:23:23-05,5810,97562
2015-10-01 23:23:45-05,7674,265106
2015-10-01 23:23:46-05,5403,112936
2015-10-01 23:23:57-05,1086,83342
2015-10-01 23:24:07-05,483,360474
2015-10-01 23:24:27-05,1714,147064
2015-10-01 23:25:04-05,1507,390388
2015-10-01 23:25:27-05,7117,211830
2015-10-01 23:25:45-05,7674,265106
2015-10-01 23:25:51-05,7287,221110
2015-10-01 23:26:03-05,4514,382210
2015-10-01 23:26:24-05,9474,206488
2015-10-01 23:26:27-05,1086,83342
2015-10-01 23:26:49-05,744,134332
2015-10-01 23:27:10-05,2335,202104
2015-10-01 23:27:12-05,871,106464
2015-10-01 23:27:25-05,9474,206488
2015-10-01 23:27:30-05,739,88876
2015-10-01 23:27:34-05,94,116668
2015-10-01 23:27:43-05,1718,161122
2015-10-01 23:27:45-05,4998,163006
2015-10-01 23:27:51-05,5403,112936
2015-10-01 23:28:20-05,1507,390388
2015-10-01 23:28:20-05,1185,139354
2015-10-01 23:28:20-05,6910,179146
2015-10-01 23:28:34-05,6412,133036
2015-10-01 23:28:36-05,5439,181048
2015-10-01 23:28:39-05,484,99328
2015-10-01 23:28:49-05,6412,133036
2015-10-01 23:28:50-05,94,116668
2015-10-01 23:28:51-05,7030,141702
2015-10-01 23:28:51-05,5403,112936
2015-10-01 23:28:52-05,744,134332
2015-10-01 23:29:07-05,94,116668
2015-10-01 23:29:12-05,5131,104142
2015-10-01 23:29:14-05,9295,157608
2015-10-01 23:29:28-05,3893,89562
2015-10-01 23:29:47-05,1718,161122
2015-10-01 23:30:00-05,7674,265106
2015-10-01 23:30:07-05,484,99328
2015-10-01 23:30:09-05,4514,382210
2015-10-01 23:30:23-05,5129,153676
2015-10-01 23:30:49-05,1507,390388
2015-10-01 23:31:11-05,5131,104142
2015-10-01 23:31:14-05,9295,157608
2015-10-01 23:31:35-05,5810,97562
2015-10-01 23:31:37-05,252,329250
2015-10-01 23:31:39-05,114,128320
2015-10-01 23:31:47-05,2034,72404
2015-10-01 23:31:54-05,1283,167120
2015-10-01 23:32:10-05,4447,88666
2015-10-01 23:32:21-05,9639,211664
2015-10-01 23:32:44-05,484,99328
2015-10-01 23:32:45-05,4767,123054
2015-10-01 23:33:06-05,3635,151340
2015-10-01 23:33:11-05,7794,433416
2015-10-01 23:33:28-05,5810,97562
2015-10-01 23:34:19-05,5129,153676
2015-10-01 23:34:25-05,7117,211830
2015-10-01 23:34:25-05,8084,91774
2015-10-01 23:34:26-05,94,116668
2015-10-01 23:34:39-05,6910,179146
2015-10-01 23:34:50-05,1507,390388
2015-10-01 23:34:55-05,7017,375978
2015-10-01 23:34:58-05,484,99328
2015-10-01 23:35:14-05,5193,149880
2015-10-01 23:35:20-05,9134,230562
2015-10-01 23:35:21-05,1185,139354
2015-10-01 23:35:24-05,5810,97562
2015-10-01 23:35:28-05,1589,193946
2015-10-01 23:35:33-05,1714,147064
2015-10-01 23:36:05-05,1714,147064
2015-10-01 23:36:15-05,2335,202104
2015-10-01 23:36:20-05,6910,179146
2015-10-01 23:36:21-05,1714,147064
2015-10-01 23:37:05-05,3723,242116
2015-10-01 23:37:10-05,7794,433416
2015-10-01 23:37:12-05,739,88876
2015-10-01 23:37:26-05,739,88876
2015-10-01 23:37:26-05,1790,296390
2015-10-01 23:37:27-05,7739,149768
2015-10-01 23:37:31-05,484,99328
2015-10-01 23:38:11-05,6910,179146
2015-10-01 23:38:43-05,4767,123054
2015-10-01 23:38:44-05,7674,265106
2015-10-01 23:38:53-05,5810,97562
2015-10-01 23:39:14-05,94,116668
2015-10-01 23:39:31-05,739,88876
2015-10-01 23:39:33-05,2034,72404
2015-10-01 23:39:43-05,9295,157608
2015-10-01 23:39:48-05,9729,122202
2015-10-01 23:40:01-05,484,99328
2015-10-01 23:40:08-05,5810,97562
2015-10-01 23:40:09-05,5131,104142
2015-10-01 23:40:14-05,3893,89562
2015-10-01 23:40:21-05,9134,230562
2015-10-01 23:40:21-05,7287,221110
2015-10-01 23:41:05-05,5785,164288
2015-10-01 23:41:11-05,3635,151340
2015-10-01 23:41:20-05,1507,390388
2015-10-01 23:41:28-05,6910,179146
2015-10-01 23:41:29-05,9849,33648
2015-10-01 23:41:37-05,8156,251854
2015-10-01 23:41:40-05,7030,141706
2015-10-01 23:41:43-05,1086,83342
2015-10-01 23:41:51-05,7741,271186
2015-10-01 23:41:54-05,94,116668
2015-10-01 23:42:02-05,2034,72404
2015-10-01 23:42:25-05,7117,211830
2015-10-01 23:42:36-05,8467,87016
2015-10-01 23:42:43-05,4998,163006
2015-10-01 23:42:48-05,2034,72404
2015-10-01 23:42:55-05,7429,132644
2015-10-01 23:43:07-05,1800,125016
2015-10-01 23:43:14-05,7674,265108
2015-10-01 23:43:45-05,4767,123054
2015-10-01 23:43:56-05,739,88876
2015-10-01 23:43:56-05,1791,130838
2015-10-01 23:44:04-05,3723,242116
2015-10-01 23:44:07-05,4514,382210
2015-10-01 23:44:36-05,9639,211664
2015-10-01 23:44:37-05,739,88876
2015-10-01 23:44:55-05,7017,375978
2015-10-01 23:45:09-05,484,99328
2015-10-01 23:45:17-05,2034,72404
2015-10-01 23:45:40-05,484,99328
2015-10-01 23:45:44-05,5972,279346
2015-10-01 23:45:48-05,2034,72404
2015-10-01 23:46:08-05,4031,104670
2015-10-01 23:46:18-05,6412,133036
2015-10-01 23:46:51-05,739,88876
2015-10-01 23:46:55-05,7017,375978
2015-10-01 23:47:18-05,2034,72404
2015-10-01 23:47:20-05,1589,193946
2015-10-01 23:47:30-05,7674,265108
2015-10-01 23:47:35-05,9052,297578
2015-10-01 23:47:45-05,5403,112936
2015-10-01 23:47:52-05,871,106464
2015-10-01 23:48:06-05,7287,221110
2015-10-01 23:48:07-05,739,88876
2015-10-01 23:48:16-05,3367,311104
2015-10-01 23:48:25-05,5810,97562
2015-10-01 23:48:28-05,2072,267844
2015-10-01 23:48:33-05,6412,133036
2015-10-01 23:48:41-05,8155,243630
2015-10-01 23:48:49-05,1507,390388
2015-10-01 23:49:04-05,94,116668
2015-10-01 23:49:28-05,3893,89562
2015-10-01 23:49:37-05,5814,802864
2015-10-01 23:49:48-05,5972,279346
2015-10-01 23:49:57-05,7429,132644
2015-10-01 23:50:05-05,5131,104142
2015-10-01 23:50:06-05,9639,211664
2015-10-01 23:51:06-05,4732,183860
2015-10-01 23:52:06-05,484,99328
2015-10-01 23:52:08-05,6836,92616
2015-10-01 23:52:12-05,1714,147064
2015-10-01 23:52:18-05,1801,110118
2015-10-01 23:52:19-05,94,116668
2015-10-01 23:52:23-05,739,88876
2015-10-01 23:52:39-05,484,99328
2015-10-01 23:53:14-05,9295,157608
2015-10-01 23:53:19-05,1801,110118
2015-10-01 23:53:24-05,1714,147064
2015-10-01 23:53:30-05,7674,265108
2015-10-01 23:53:34-05,114,128320
2015-10-01 23:53:41-05,9631,108368
2015-10-01 23:53:44-05,4767,123054
2015-10-01 23:54:03-05,2034,72404
2015-10-01 23:54:18-05,6412,133036
2015-10-01 23:54:25-05,7739,149768
2015-10-01 23:54:32-05,77,58852
2015-10-01 23:54:37-05,8156,251854
2015-10-01 23:55:03-05,2034,72404
2015-10-01 23:55:18-05,2034,72404
2015-10-01 23:55:28-05,1790,296390
2015-10-01 23:55:41-05,1714,147064
2015-10-01 23:55:53-05,94,116668
2015-10-01 23:55:57-05,1086,83342
2015-10-01 23:56:05-05,1507,390388
2015-10-01 23:56:15-05,3635,151340
2015-10-01 23:56:17-05,484,99328
2015-10-01 23:56:21-05,6910,179146
2015-10-01 23:56:44-05,9295,157608
2015-10-01 23:56:51-05,6910,179146
2015-10-01 23:56:58-05,3893,89562
2015-10-01 23:57:02-05,739,88876
2015-10-01 23:57:23-05,4421,85358
2015-10-01 23:57:25-05,1185,139354
2015-10-01 23:57:30-05,1790,296390
2015-10-01 23:57:32-05,77,58852
2015-10-01 23:57:49-05,35,93484
2015-10-01 23:57:52-05,94,116668
2015-10-01 23:57:55-05,1791,130838
2015-10-01 23:58:06-05,7287,221110
2015-10-01 23:58:11-05,4447,88666
2015-10-01 23:58:18-05,2034,72404
2015-10-01 23:58:25-05,1589,193946
2015-10-01 23:58:31-05,4296,168974
2015-10-01 23:58:32-05,2034,72404
2015-10-01 23:58:53-05,4514,382212
2015-10-01 23:58:54-05,1718,161122
2015-10-01 23:59:04-05,5814,802866
2015-10-01 23:59:19-05,484,99328
2015-10-01 23:59:27-05,2449,171144
2015-10-01 23:59:36-05,9052,297578
2015-10-01 23:59:37-05,483,360474
2015-10-01 23:59:39-05,222,612416
2015-10-02 00:00:00-05,871,106464
2015-10-02 00:00:10-05,1714,147064
2015-10-02 00:00:16-05,5810,97562
2015-10-02 00:00:42-05,4998,163006
2015-10-02 00:00:42-05,1086,83342
2015-10-02 00:00:45-05,871,106464
2015-10-02 00:01:03-05,7429,132644
2015-10-02 00:01:09-05,94,116668
2015-10-02 00:01:11-05,1714,147064
2015-10-02 00:01:17-05,2034,72404
2015-10-02 00:01:24-05,2335,202104
2015-10-02 00:01:51-05,35,93484
2015-10-02 00:01:51-05,9639,211664
2015-10-02 00:01:56-05,7460,279334
2015-10-02 00:01:56-05,4514,382212
2015-10-02 00:02:08-05,3778,117206
2015-10-02 00:02:08-05,6910,179146
2015-10-02 00:02:14-05,9295,157608
2015-10-02 00:02:27-05,2449,171144
2015-10-02 00:02:35-05,7287,221110
2015-10-02 00:02:37-05,1714,147064
2015-10-02 00:02:40-05,94,116668
2015-10-02 00:02:43-05,5403,112936
2015-10-02 00:02:51-05,6910,179146
2015-10-02 00:03:12-05,3635,151340
2015-10-02 00:03:16-05,4352,218230
2015-10-02 00:03:17-05,2034,72404
2015-10-02 00:03:24-05,3039,133680
2015-10-02 00:03:28-05,1086,83342
2015-10-02 00:03:28-05,9295,157608
2015-10-02 00:03:29-05,7117,211830
2015-10-02 00:03:41-05,5403,112936
2015-10-02 00:03:47-05,2034,72404
2015-10-02 00:04:16-05,1801,110118
2015-10-02 00:04:28-05,3893,89562
2015-10-02 00:04:53-05,9729,122202
2015-10-02 00:04:57-05,1086,83342
2015-10-02 00:05:00-05,8890,197208
2015-10-02 00:05:18-05,739,88876
2015-10-02 00:05:33-05,6412,133036
2015-10-02 00:05:57-05,5193,149880
2015-10-02 00:05:57-05,5814,802866
2015-10-02 00:06:02-05,5131,104142
2015-10-02 00:06:06-05,6836,92616
2015-10-02 00:06:25-05,7017,375978
2015-10-02 00:06:37-05,252,329250
2015-10-02 00:06:39-05,871,106464
2015-10-02 00:06:58-05,1086,83342
2015-10-02 00:07:35-05,484,99328
2015-10-02 00:07:37-05,871,106464
2015-10-02 00:07:43-05,5810,97562
2015-10-02 00:07:54-05,5814,802866
2015-10-02 00:08:17-05,2034,72404
2015-10-02 00:08:19-05,1507,390388
2015-10-02 00:08:24-05,7117,211830
2015-10-02 00:08:26-05,2470,220452
2015-10-02 00:08:37-05,8156,251854
2015-10-02 00:08:45-05,5810,97562
2015-10-02 00:08:58-05,3893,89562
2015-10-02 00:08:58-05,8890,197208
2015-10-02 00:09:05-05,7287,221110
2015-10-02 00:09:10-05,871,106464
2015-10-02 00:09:15-05,3635,151340
2015-10-02 00:09:37-05,4998,163006
2015-10-02 00:09:40-05,5403,112936
2015-10-02 00:09:43-05,9295,157608
2015-10-02 00:09:50-05,1507,390388
2015-10-02 00:09:55-05,1589,193946
2015-10-02 00:10:09-05,871,106464
2015-10-02 00:10:33-05,2034,72404
2015-10-02 00:10:34-05,1790,296390
2015-10-02 00:10:39-05,94,116668
2015-10-02 00:10:44-05,484,99328
2015-10-02 00:10:57-05,1714,147064
2015-10-02 00:11:29-05,5814,802866
2015-10-02 00:11:39-05,4998,163006
2015-10-02 00:11:43-05,94,116668
2015-10-02 00:12:07-05,483,360474
2015-10-02 00:12:17-05,1801,110118
2015-10-02 00:12:37-05,8156,251854
2015-10-02 00:12:53-05,1791,130838
2015-10-02 00:13:11-05,7794,433420
2015-10-02 00:13:16-05,6910,179146
2015-10-02 00:13:17-05,4447,88666
2015-10-02 00:13:24-05,94,116668
2015-10-02 00:13:28-05,1714,147064
2015-10-02 00:13:38-05,5972,279346
2015-10-02 00:13:56-05,8890,197208
2015-10-02 00:14:16-05,4352,218230
2015-10-02 00:14:24-05,94,116668
2015-10-02 00:15:05-05,5810,97562
2015-10-02 00:15:05-05,5892,264420
2015-10-02 00:15:17-05,484,99328
2015-10-02 00:15:24-05,5129,153676
2015-10-02 00:15:28-05,6910,179146
2015-10-02 00:15:45-05,7674,265108
2015-10-02 00:15:53-05,5814,802866
2015-10-02 00:16:02-05,4514,382212
2015-10-02 00:16:05-05,9639,211666
2015-10-02 00:16:12-05,4029,299912
2015-10-02 00:16:27-05,3893,89562
2015-10-02 00:17:05-05,9639,211666
2015-10-02 00:17:06-05,5131,104142
2015-10-02 00:17:11-05,484,99328
2015-10-02 00:17:28-05,8467,87016
2015-10-02 00:17:31-05,77,58852
2015-10-02 00:17:31-05,4352,218230
2015-10-02 00:17:39-05,94,116668
2015-10-02 00:17:40-05,7017,375978
2015-10-02 00:18:03-05,1714,147064
2015-10-02 00:18:33-05,2461,120228
2015-10-02 00:18:43-05,5403,112936
2015-10-02 00:19:05-05,4732,183860
2015-10-02 00:19:16-05,7117,211830
2015-10-02 00:19:24-05,9474,206488
2015-10-02 00:19:27-05,1185,139354
2015-10-02 00:19:34-05,5810,97562
2015-10-02 00:19:54-05,744,134334
2015-10-02 00:20:05-05,3723,242116
2015-10-02 00:20:17-05,4447,88666
2015-10-02 00:20:25-05,9474,206488
2015-10-02 00:20:25-05,2335,202104
2015-10-02 00:20:35-05,1589,193946
2015-10-02 00:20:39-05,94,116668
2015-10-02 00:20:44-05,7674,265108
2015-10-02 00:21:14-05,9134,230562
2015-10-02 00:21:33-05,1556,202710
2015-10-02 00:21:37-05,252,329250
2015-10-02 00:21:38-05,7030,141712
2015-10-02 00:22:01-05,8890,197208
2015-10-02 00:22:14-05,9134,230562
2015-10-02 00:22:15-05,4352,218230
2015-10-02 00:22:26-05,5129,153676
2015-10-02 00:22:26-05,1042,203328
2015-10-02 00:22:31-05,370,87890
2015-10-02 00:22:32-05,5193,149880
2015-10-02 00:22:37-05,8156,251854
2015-10-02 00:22:44-05,1619,63462
2015-10-02 00:22:45-05,7674,265108
2015-10-02 00:22:51-05,483,360474
2015-10-02 00:23:02-05,5131,104142
2015-10-02 00:23:13-05,4029,299912
2015-10-02 00:23:21-05,2335,202104
2015-10-02 00:23:25-05,3039,133680
2015-10-02 00:23:37-05,8156,251854
2015-10-02 00:24:05-05,661,194706
2015-10-02 00:24:15-05,7117,211832
2015-10-02 00:24:25-05,9474,206488
2015-10-02 00:24:32-05,2034,72404
2015-10-02 00:24:32-05,8467,87016
2015-10-02 00:24:55-05,1718,161124
2015-10-02 00:25:01-05,5193,149880
2015-10-02 00:25:02-05,9121,193652
2015-10-02 00:25:05-05,7287,221110
2015-10-02 00:25:36-05,739,88876
2015-10-02 00:25:41-05,5403,112936
2015-10-02 00:26:23-05,5810,97562
2015-10-02 00:26:25-05,1589,193946
2015-10-02 00:26:37-05,8156,251854
2015-10-02 00:26:41-05,1792,135316
2015-10-02 00:27:00-05,4514,382212
2015-10-02 00:27:07-05,483,360474
2015-10-02 00:27:32-05,77,58852
2015-10-02 00:27:38-05,5972,279346
2015-10-02 00:28:02-05,6910,179146
2015-10-02 00:28:19-05,4447,88666
2015-10-02 00:28:25-05,2072,267844
2015-10-02 00:28:27-05,2449,171144
2015-10-02 00:28:37-05,8156,251854
2015-10-02 00:28:57-05,1086,83342
2015-10-02 00:29:06-05,484,99328
2015-10-02 00:29:15-05,7117,211832
2015-10-02 00:29:47-05,2034,72404
2015-10-02 00:29:56-05,871,106464
2015-10-02 00:29:58-05,4514,382212
2015-10-02 00:30:05-05,7287,221110
2015-10-02 00:30:30-05,4296,168974
2015-10-02 00:30:37-05,5439,181048
2015-10-02 00:30:37-05,9982,105976
2015-10-02 00:30:40-05,2461,120228
2015-10-02 00:31:00-05,8890,197208
2015-10-02 00:31:37-05,252,329252
2015-10-02 00:31:44-05,9295,157608
2015-10-02 00:31:44-05,5403,112936
2015-10-02 00:32:01-05,5814,802866
2015-10-02 00:32:24-05,7017,375978
2015-10-02 00:32:37-05,5439,181048
2015-10-02 00:32:48-05,2034,72404
2015-10-02 00:33:00-05,1589,193946
2015-10-02 00:33:05-05,3723,242116
2015-10-02 00:33:10-05,7429,132644
2015-10-02 00:33:35-05,6910,179146
2015-10-02 00:33:40-05,222,612540
2015-10-02 00:33:43-05,5403,112936
2015-10-02 00:33:58-05,1086,83344
2015-10-02 00:34:00-05,739,88876
2015-10-02 00:34:05-05,7919,289272
2015-10-02 00:34:14-05,739,88876
2015-10-02 00:34:18-05,6910,179146
2015-10-02 00:34:24-05,9474,206488
2015-10-02 00:35:38-05,8156,251854
2015-10-02 00:35:38-05,252,329252
2015-10-02 00:35:45-05,1283,167120
2015-10-02 00:35:46-05,5403,112936
2015-10-02 00:35:58-05,739,88876
2015-10-02 00:36:04-05,1714,147064
2015-10-02 00:36:18-05,2072,267844
2015-10-02 00:36:21-05,6910,179146
2015-10-02 00:36:30-05,871,106464
2015-10-02 00:36:38-05,6910,179146
2015-10-02 00:37:03-05,1718,161124
2015-10-02 00:37:18-05,2034,72404
2015-10-02 00:37:21-05,3039,133680
2015-10-02 00:37:24-05,9474,206488
2015-10-02 00:37:25-05,5810,97562
2015-10-02 00:37:26-05,94,116668
2015-10-02 00:37:37-05,1790,296390
2015-10-02 00:37:55-05,5810,97562
2015-10-02 00:37:58-05,3893,89562
2015-10-02 00:38:15-05,1801,110118
2015-10-02 00:38:15-05,7674,265108
2015-10-02 00:38:16-05,4352,218230
2015-10-02 00:38:51-05,6910,179146
2015-10-02 00:39:16-05,1800,125016
2015-10-02 00:39:17-05,2034,72404
2015-10-02 00:39:37-05,252,329252
2015-10-02 00:39:42-05,4998,163006
2015-10-02 00:40:01-05,9729,122202
2015-10-02 00:40:12-05,1086,83344
2015-10-02 00:40:14-05,1801,110118
2015-10-02 00:40:15-05,7674,265108
2015-10-02 00:40:27-05,94,116668
2015-10-02 00:40:30-05,8467,87016
2015-10-02 00:40:38-05,252,329252
2015-10-02 00:41:15-05,7674,265108
2015-10-02 00:41:19-05,4031,104670
2015-10-02 00:41:26-05,5810,97562
2015-10-02 00:41:35-05,7287,221110
2015-10-02 00:41:39-05,5972,279346
2015-10-02 00:41:46-05,1697,266230
2015-10-02 00:42:05-05,1507,390388
2015-10-02 00:42:12-05,1086,83344
2015-10-02 00:42:14-05,94,116668
2015-10-02 00:42:31-05,77,58852
2015-10-02 00:42:37-05,8156,251854
2015-10-02 00:42:42-05,1086,83344
2015-10-02 00:42:52-05,5193,149880
2015-10-02 00:42:54-05,4767,123056
2015-10-02 00:43:13-05,1086,83344
2015-10-02 00:43:25-05,7017,375978
2015-10-02 00:43:33-05,94,116668
2015-10-02 00:43:33-05,2034,72404
2015-10-02 00:44:05-05,4732,183860
2015-10-02 00:44:14-05,94,116668
2015-10-02 00:44:15-05,7674,265108
2015-10-02 00:44:18-05,5785,164290
2015-10-02 00:44:37-05,5439,181048
2015-10-02 00:44:37-05,8156,251854
2015-10-02 00:44:47-05,2034,72404
2015-10-02 00:45:04-05,1718,161124
2015-10-02 00:45:06-05,4732,183860
2015-10-02 00:45:17-05,2335,202104
2015-10-02 00:45:24-05,9474,206488
2015-10-02 00:45:38-05,7030,141712
2015-10-02 00:45:44-05,7674,265108
2015-10-02 00:46:05-05,1507,390388
2015-10-02 00:46:10-05,1801,110118
2015-10-02 00:46:15-05,6910,179146
2015-10-02 00:46:16-05,4031,104670
2015-10-02 00:46:20-05,7287,221110
2015-10-02 00:46:25-05,3635,151340
2015-10-02 00:46:35-05,1185,139354
2015-10-02 00:46:43-05,4029,299912
2015-10-02 00:46:47-05,2034,72404
2015-10-02 00:46:52-05,5810,97562
2015-10-02 00:47:41-05,8084,91774
2015-10-02 00:47:45-05,1714,147064
2015-10-02 00:47:47-05,8890,197208
2015-10-02 00:47:49-05,94,116668
2015-10-02 00:47:51-05,1283,167120
2015-10-02 00:48:00-05,7674,265108
2015-10-02 00:48:02-05,94,116668
2015-10-02 00:48:32-05,2034,72404
2015-10-02 00:49:14-05,7674,265108
2015-10-02 00:49:32-05,2034,72404
2015-10-02 00:49:42-05,8155,243632
2015-10-02 00:49:57-05,1086,83344
2015-10-02 00:50:02-05,2034,72404
2015-10-02 00:50:05-05,7287,221110
2015-10-02 00:50:17-05,3039,133680
2015-10-02 00:50:27-05,5810,97562
