,localminute,dataid,meter_value
4203,2015-10-01 08:21:51-05,2461,120212
4204,2015-10-01 08:22:53-05,2461,120212
4205,2015-10-01 08:40:56-05,2461,120212
4206,2015-10-01 08:42:58-05,2461,120212
4207,2015-10-01 08:57:58-05,2461,120212
4208,2015-10-01 09:10:54-05,2461,120212
4209,2015-10-01 09:16:50-05,2461,120214
4210,2015-10-01 09:36:47-05,2461,120214
4211,2015-10-01 09:39:49-05,2461,120214
4212,2015-10-01 09:54:47-05,2461,120214
4213,2015-10-01 09:59:52-05,2461,120214
4214,2015-10-01 10:02:51-05,2461,120214
4215,2015-10-01 10:07:52-05,2461,120214
4216,2015-10-01 10:28:36-05,2461,120214
4217,2015-10-01 10:40:44-05,2461,120214
4218,2015-10-01 11:10:42-05,2461,120214
4219,2015-10-01 11:16:38-05,2461,120214
4220,2015-10-01 11:20:37-05,2461,120214
4221,2015-10-01 11:40:35-05,2461,120216
4222,2015-10-01 11:44:37-05,2461,120218
4223,2015-10-01 12:02:45-05,2461,120218
4224,2015-10-01 12:08:46-05,2461,120218
4225,2015-10-01 12:12:47-05,2461,120218
4226,2015-10-01 12:40:48-05,2461,120218
4227,2015-10-01 14:20:51-05,2461,120224
4228,2015-10-01 14:24:50-05,2461,120224
4229,2015-10-01 14:54:46-05,2461,120224
4230,2015-10-01 15:02:42-05,2461,120224
4231,2015-10-01 15:03:44-05,2461,120224
4232,2015-10-01 15:06:44-05,2461,120224
4233,2015-10-01 15:26:37-05,2461,120224
4234,2015-10-01 15:40:39-05,2461,120224
4235,2015-10-01 15:56:37-05,2461,120224
4236,2015-10-01 16:00:39-05,2461,120224
4237,2015-10-01 16:27:45-05,2461,120224
4238,2015-10-01 16:50:51-05,2461,120226
4239,2015-10-01 16:54:47-05,2461,120226
4240,2015-10-01 17:01:52-05,2461,120226
4241,2015-10-01 17:29:57-05,2461,120226
4242,2015-10-01 17:32:52-05,2461,120226
4243,2015-10-01 18:28:51-05,2461,120226
4244,2015-10-01 19:01:41-05,2461,120226
4245,2015-10-01 19:17:43-05,2461,120226
4246,2015-10-01 19:30:38-05,2461,120226
4247,2015-10-01 19:51:38-05,2461,120226
4248,2015-10-01 19:52:39-05,2461,120226
4249,2015-10-01 20:00:38-05,2461,120226
4250,2015-10-01 20:03:35-05,2461,120226
4251,2015-10-01 20:30:44-05,2461,120226
4252,2015-10-01 20:32:45-05,2461,120226
4253,2015-10-01 20:50:47-05,2461,120226
4254,2015-10-01 21:04:47-05,2461,120226
4255,2015-10-01 21:51:49-05,2461,120228
4256,2015-10-01 22:01:50-05,2461,120228
4257,2015-10-01 22:04:51-05,2461,120228
4258,2015-10-01 22:09:47-05,2461,120228
4259,2015-10-01 22:38:50-05,2461,120228
4260,2015-10-02 00:18:33-05,2461,120228
4261,2015-10-02 00:30:40-05,2461,120228
4262,2015-10-02 00:50:45-05,2461,120228
4263,2015-10-02 01:00:46-05,2461,120228
4264,2015-10-02 01:02:46-05,2461,120228
4265,2015-10-02 01:07:49-05,2461,120228
4266,2015-10-02 01:26:54-05,2461,120228
4267,2015-10-02 02:04:48-05,2461,120228
4268,2015-10-02 02:24:46-05,2461,120228
4269,2015-10-02 02:51:49-05,2461,120230
4270,2015-10-02 03:28:43-05,2461,120230
4271,2015-10-02 03:30:44-05,2461,120230
4272,2015-10-02 03:44:41-05,2461,120230
4273,2015-10-02 03:52:36-05,2461,120230
4274,2015-10-02 03:59:39-05,2461,120230
4275,2015-10-02 04:19:38-05,2461,120230
4276,2015-10-01 08:54:27-05,2470,220446
4277,2015-10-01 10:15:26-05,2470,220446
4278,2015-10-01 10:31:27-05,2470,220446
4279,2015-10-01 11:07:26-05,2470,220446
4280,2015-10-01 17:28:26-05,2470,220448
4281,2015-10-01 21:38:26-05,2470,220452
4282,2015-10-01 22:23:25-05,2470,220452
4283,2015-10-02 00:08:26-05,2470,220452
4284,2015-10-02 03:07:25-05,2470,220454
4285,2015-10-01 03:18:35-05,2575,138786
4286,2015-10-01 07:22:42-05,2575,138788
4287,2015-10-01 07:48:32-05,2575,138796
4288,2015-10-01 08:08:29-05,2575,138798
4289,2015-10-01 09:06:27-05,2575,138802
4290,2015-10-01 13:34:19-05,2575,138806
4291,2015-10-01 14:14:18-05,2575,138806
4292,2015-10-01 14:30:27-05,2575,138806
4293,2015-10-01 14:44:28-05,2575,138806
4294,2015-10-01 14:46:28-05,2575,138806
4295,2015-10-01 15:54:35-05,2575,138806
4296,2015-10-01 17:36:26-05,2575,138806
4297,2015-10-01 18:16:22-05,2575,138808
4298,2015-10-01 19:14:33-05,2575,138810
4299,2015-10-01 19:16:33-05,2575,138810
4300,2015-10-01 20:50:29-05,2575,138810
4301,2015-10-02 01:38:22-05,2575,138812
4302,2015-10-01 00:45:41-05,2638,171832
4303,2015-10-01 01:03:44-05,2638,171832
4304,2015-10-01 01:15:42-05,2638,171832
4305,2015-10-01 01:40:04-05,2638,171832
4306,2015-10-01 03:03:09-05,2638,171832
4307,2015-10-01 03:26:10-05,2638,171832
4308,2015-10-01 04:02:20-05,2638,171832
4309,2015-10-01 05:35:09-05,2638,171838
4310,2015-10-01 05:51:03-05,2638,171842
4311,2015-10-01 07:16:09-05,2638,171844
4312,2015-10-01 08:31:25-05,2638,171844
4313,2015-10-01 08:57:15-05,2638,171844
4314,2015-10-01 10:41:03-05,2638,171844
4315,2015-10-01 10:52:00-05,2638,171844
4316,2015-10-01 10:55:03-05,2638,171844
4317,2015-10-01 11:15:03-05,2638,171844
4318,2015-10-01 13:11:15-05,2638,171846
4319,2015-10-01 17:00:24-05,2638,171848
4320,2015-10-01 17:14:12-05,2638,171848
4321,2015-10-01 18:21:02-05,2638,171848
4322,2015-10-01 18:56:02-05,2638,171852
4323,2015-10-01 19:30:01-05,2638,171852
4324,2015-10-01 19:51:09-05,2638,171852
4325,2015-10-01 21:01:22-05,2638,171852
4326,2015-10-01 21:42:13-05,2638,171852
4327,2015-10-01 22:24:10-05,2638,171854
4328,2015-10-01 23:14:06-05,2638,171854
4329,2015-10-01 23:18:02-05,2638,171854
4330,2015-10-02 01:44:47-05,2638,171854
4331,2015-10-01 03:04:20-05,2965,191490
4332,2015-10-01 08:18:17-05,2965,191492
4333,2015-10-01 13:15:10-05,2965,191494
4334,2015-10-02 01:34:10-05,2965,191504
4335,2015-10-02 04:19:18-05,2965,191506
4336,2015-10-01 01:45:16-05,2980,135244
4337,2015-10-01 02:30:16-05,2980,135244
4338,2015-10-01 03:05:16-05,2980,135244
4339,2015-10-01 08:52:15-05,2980,135246
4340,2015-10-01 10:35:15-05,2980,135246
4341,2015-10-01 17:55:15-05,2980,135258
4342,2015-10-01 18:25:14-05,2980,135260
4343,2015-10-01 22:03:15-05,2980,135266
4344,2015-10-02 01:00:14-05,2980,135268
4345,2015-10-02 03:26:13-05,2980,135268
4346,2015-10-01 00:09:50-05,3039,133640
4347,2015-10-01 00:10:52-05,3039,133640
4348,2015-10-01 00:23:55-05,3039,133640
4349,2015-10-01 00:29:52-05,3039,133640
4350,2015-10-01 01:25:06-05,3039,133640
4351,2015-10-01 01:35:34-05,3039,133640
4352,2015-10-01 02:51:18-05,3039,133640
4353,2015-10-01 03:31:19-05,3039,133640
4354,2015-10-01 03:48:16-05,3039,133640
4355,2015-10-01 04:02:18-05,3039,133640
4356,2015-10-01 04:33:27-05,3039,133640
4357,2015-10-01 04:39:27-05,3039,133640
4358,2015-10-01 04:44:28-05,3039,133640
4359,2015-10-01 06:19:32-05,3039,133656
4360,2015-10-01 06:30:28-05,3039,133656
4361,2015-10-01 06:48:31-05,3039,133656
4362,2015-10-01 07:51:18-05,3039,133660
4363,2015-10-01 08:48:30-05,3039,133662
4364,2015-10-01 09:31:38-05,3039,133662
4365,2015-10-01 09:33:40-05,3039,133662
4366,2015-10-01 10:23:29-05,3039,133662
4367,2015-10-01 10:29:30-05,3039,133662
4368,2015-10-01 10:55:34-05,3039,133662
4369,2015-10-01 11:18:18-05,3039,133662
4370,2015-10-01 12:58:27-05,3039,133662
4371,2015-10-01 14:01:41-05,3039,133662
4372,2015-10-01 14:15:34-05,3039,133662
4373,2015-10-01 15:40:25-05,3039,133662
4374,2015-10-01 16:19:20-05,3039,133662
4375,2015-10-01 17:47:34-05,3039,133662
4376,2015-10-01 17:55:39-05,3039,133662
4377,2015-10-01 18:45:31-05,3039,133662
4378,2015-10-01 19:07:29-05,3039,133662
4379,2015-10-01 19:44:21-05,3039,133670
4380,2015-10-01 19:51:24-05,3039,133670
4381,2015-10-01 20:31:20-05,3039,133672
4382,2015-10-01 21:36:29-05,3039,133678
4383,2015-10-01 21:39:29-05,3039,133678
4384,2015-10-01 22:09:41-05,3039,133680
4385,2015-10-01 22:23:41-05,3039,133680
4386,2015-10-01 23:19:29-05,3039,133680
4387,2015-10-02 00:03:24-05,3039,133680
4388,2015-10-02 00:23:25-05,3039,133680
4389,2015-10-02 00:37:21-05,3039,133680
4390,2015-10-02 00:50:17-05,3039,133680
4391,2015-10-02 00:56:21-05,3039,133680
4392,2015-10-02 02:15:09-05,3039,133680
4393,2015-10-02 02:24:09-05,3039,133680
4394,2015-10-02 02:30:09-05,3039,133680
4395,2015-10-02 02:36:12-05,3039,133680
4396,2015-10-02 02:39:15-05,3039,133680
4397,2015-10-02 02:59:02-05,3039,133680
4398,2015-10-02 03:26:01-05,3039,133680
4399,2015-10-02 03:40:05-05,3039,133680
4400,2015-10-02 03:47:06-05,3039,133680
4401,2015-10-02 04:01:54-05,3039,133680
4402,2015-10-01 01:08:16-05,3134,162376
4403,2015-10-01 01:49:09-05,3134,162376
4404,2015-10-01 01:53:07-05,3134,162376
4405,2015-10-01 01:57:07-05,3134,162376
4406,2015-10-01 02:33:09-05,3134,162376
4407,2015-10-01 02:37:06-05,3134,162376
4408,2015-10-01 03:17:02-05,3134,162376
4409,2015-10-01 06:49:05-05,3134,162386
4410,2015-10-01 07:13:04-05,3134,162386
4411,2015-10-01 08:16:58-05,3134,162386
4412,2015-10-01 08:22:58-05,3134,162386
4413,2015-10-01 09:28:18-05,3134,162386
4414,2015-10-01 10:50:11-05,3134,162386
4415,2015-10-01 10:59:08-05,3134,162386
4416,2015-10-01 11:12:56-05,3134,162386
4417,2015-10-01 11:27:02-05,3134,162388
4418,2015-10-01 11:31:03-05,3134,162388
4419,2015-10-01 11:41:02-05,3134,162388
4420,2015-10-01 12:32:59-05,3134,162388
4421,2015-10-01 13:21:08-05,3134,162388
4422,2015-10-01 15:24:56-05,3134,162388
4423,2015-10-01 16:02:58-05,3134,162388
4424,2015-10-01 17:01:05-05,3134,162396
4425,2015-10-01 17:17:03-05,3134,162396
4426,2015-10-01 18:07:17-05,3134,162396
4427,2015-10-01 18:21:10-05,3134,162396
4428,2015-10-01 18:22:11-05,3134,162396
4429,2015-10-01 18:23:09-05,3134,162396
4430,2015-10-01 19:31:02-05,3134,162398
4431,2015-10-01 20:34:57-05,3134,162398
4432,2015-10-01 22:02:16-05,3134,162398
4433,2015-10-01 23:17:07-05,3134,162398
4434,2015-10-02 00:50:57-05,3134,162400
4435,2015-10-02 03:01:08-05,3134,162400
4436,2015-10-02 03:02:07-05,3134,162400
4437,2015-10-02 04:36:56-05,3134,162400
4438,2015-10-01 00:16:18-05,3367,311094
4439,2015-10-01 00:54:18-05,3367,311094
4440,2015-10-01 02:08:19-05,3367,311094
4441,2015-10-01 03:03:18-05,3367,311094
4442,2015-10-01 03:39:19-05,3367,311094
4443,2015-10-01 07:18:18-05,3367,311096
4444,2015-10-01 08:43:17-05,3367,311098
4445,2015-10-01 11:13:17-05,3367,311098
4446,2015-10-01 14:03:18-05,3367,311100
4447,2015-10-01 16:33:17-05,3367,311102
4448,2015-10-01 16:42:18-05,3367,311102
4449,2015-10-01 19:43:16-05,3367,311102
4450,2015-10-01 21:56:17-05,3367,311104
4451,2015-10-01 22:34:17-05,3367,311104
4452,2015-10-01 23:48:16-05,3367,311104
4453,2015-10-01 02:12:10-05,3527,235114
4454,2015-10-01 03:30:06-05,3527,235116
4455,2015-10-01 04:31:01-05,3527,235116
4456,2015-10-01 04:45:59-05,3527,235116
4457,2015-10-01 05:04:56-05,3527,235116
4458,2015-10-01 05:38:02-05,3527,235116
4459,2015-10-01 05:40:03-05,3527,235116
4460,2015-10-01 05:54:02-05,3527,235116
4461,2015-10-01 06:22:08-05,3527,235116
4462,2015-10-01 06:45:13-05,3527,235118
4463,2015-10-01 07:18:10-05,3527,235118
4464,2015-10-01 07:24:05-05,3527,235118
4465,2015-10-01 07:37:08-05,3527,235118
4466,2015-10-01 07:50:08-05,3527,235118
4467,2015-10-01 08:46:00-05,3527,235118
4468,2015-10-01 08:47:01-05,3527,235118
4469,2015-10-01 10:08:04-05,3527,235120
4470,2015-10-01 10:16:05-05,3527,235120
4471,2015-10-01 10:24:10-05,3527,235120
4472,2015-10-01 10:44:15-05,3527,235120
4473,2015-10-01 11:01:15-05,3527,235120
4474,2015-10-01 11:28:10-05,3527,235120
4475,2015-10-01 11:31:07-05,3527,235120
4476,2015-10-01 12:33:56-05,3527,235120
4477,2015-10-01 12:46:02-05,3527,235120
4478,2015-10-01 13:22:53-05,3527,235120
4479,2015-10-01 14:44:04-05,3527,235122
4480,2015-10-01 15:07:12-05,3527,235122
4481,2015-10-01 15:26:11-05,3527,235122
4482,2015-10-01 15:42:09-05,3527,235122
4483,2015-10-01 16:07:04-05,3527,235122
4484,2015-10-01 16:10:05-05,3527,235122
4485,2015-10-01 16:56:03-05,3527,235122
4486,2015-10-01 17:13:58-05,3527,235122
4487,2015-10-01 17:47:57-05,3527,235124
4488,2015-10-01 18:04:57-05,3527,235124
4489,2015-10-01 18:46:09-05,3527,235124
4490,2015-10-01 20:03:05-05,3527,235128
4491,2015-10-01 20:11:09-05,3527,235128
4492,2015-10-01 20:27:09-05,3527,235128
4493,2015-10-01 20:41:07-05,3527,235128
4494,2015-10-01 21:50:52-05,3527,235128
4495,2015-10-02 01:34:00-05,3527,235150
4496,2015-10-02 01:35:00-05,3527,235150
4497,2015-10-02 01:38:57-05,3527,235150
4498,2015-10-02 02:01:53-05,3527,235150
4499,2015-10-02 02:11:56-05,3527,235152
4500,2015-10-02 02:20:53-05,3527,235152
4501,2015-10-02 02:25:57-05,3527,235152
4502,2015-10-02 02:44:02-05,3527,235152
4503,2015-10-02 02:45:01-05,3527,235152
4504,2015-10-02 02:48:04-05,3527,235152
4505,2015-10-02 03:24:09-05,3527,235152
4506,2015-10-02 03:52:18-05,3527,235152
4507,2015-10-02 04:10:05-05,3527,235152
4508,2015-10-02 04:31:06-05,3527,235152
4509,2015-10-01 00:31:26-05,3544,76970
4510,2015-10-02 02:47:19-05,3544,76986
4511,2015-10-02 03:11:26-05,3544,76986
4512,2015-10-01 00:14:20-05,3577,172074
4513,2015-10-01 00:28:10-05,3577,172076
4514,2015-10-01 01:55:06-05,3577,172076
4515,2015-10-01 03:22:06-05,3577,172076
4516,2015-10-01 03:39:07-05,3577,172076
4517,2015-10-01 04:12:15-05,3577,172076
4518,2015-10-01 04:56:11-05,3577,172076
4519,2015-10-01 05:55:59-05,3577,172076
4520,2015-10-01 06:23:02-05,3577,172076
4521,2015-10-01 06:26:57-05,3577,172076
4522,2015-10-01 11:06:58-05,3577,172086
4523,2015-10-01 12:25:13-05,3577,172086
4524,2015-10-01 12:30:15-05,3577,172086
4525,2015-10-01 14:01:09-05,3577,172088
4526,2015-10-01 15:24:00-05,3577,172088
4527,2015-10-01 15:38:00-05,3577,172088
4528,2015-10-01 15:45:01-05,3577,172088
4529,2015-10-01 17:23:07-05,3577,172088
4530,2015-10-01 19:10:01-05,3577,172090
4531,2015-10-01 19:56:02-05,3577,172090
4532,2015-10-02 02:24:11-05,3577,172092
4533,2015-10-02 02:45:04-05,3577,172092
4534,2015-10-02 03:43:55-05,3577,172092
4535,2015-10-01 00:00:22-05,3635,151318
4536,2015-10-01 00:12:23-05,3635,151318
4537,2015-10-01 00:54:20-05,3635,151330
4538,2015-10-01 01:04:15-05,3635,151330
4539,2015-10-01 01:47:09-05,3635,151330
4540,2015-10-01 02:52:14-05,3635,151330
4541,2015-10-01 03:18:21-05,3635,151330
4542,2015-10-01 04:14:18-05,3635,151330
4543,2015-10-01 04:20:17-05,3635,151330
4544,2015-10-01 04:22:21-05,3635,151330
4545,2015-10-01 05:24:07-05,3635,151330
4546,2015-10-01 05:50:12-05,3635,151330
4547,2015-10-01 06:00:07-05,3635,151330
4548,2015-10-01 06:04:07-05,3635,151330
4549,2015-10-01 06:40:03-05,3635,151330
4550,2015-10-01 07:05:13-05,3635,151330
4551,2015-10-01 08:03:24-05,3635,151330
4552,2015-10-01 08:36:22-05,3635,151330
4553,2015-10-01 09:10:20-05,3635,151330
4554,2015-10-01 09:11:20-05,3635,151330
4555,2015-10-01 09:23:19-05,3635,151330
4556,2015-10-01 10:04:13-05,3635,151330
4557,2015-10-01 10:13:06-05,3635,151330
4558,2015-10-01 11:09:13-05,3635,151330
4559,2015-10-01 11:46:18-05,3635,151330
4560,2015-10-01 12:27:26-05,3635,151330
4561,2015-10-01 12:34:22-05,3635,151330
4562,2015-10-01 12:44:16-05,3635,151330
4563,2015-10-01 13:19:18-05,3635,151330
4564,2015-10-01 13:30:19-05,3635,151330
4565,2015-10-01 13:39:15-05,3635,151330
4566,2015-10-01 14:04:14-05,3635,151330
4567,2015-10-01 14:08:12-05,3635,151330
4568,2015-10-01 14:46:04-05,3635,151330
4569,2015-10-01 15:21:13-05,3635,151330
4570,2015-10-01 15:42:14-05,3635,151330
4571,2015-10-01 15:49:16-05,3635,151330
4572,2015-10-01 16:06:19-05,3635,151330
4573,2015-10-01 16:23:25-05,3635,151330
4574,2015-10-01 16:42:21-05,3635,151330
4575,2015-10-01 17:37:19-05,3635,151330
4576,2015-10-01 17:50:16-05,3635,151330
4577,2015-10-01 17:51:15-05,3635,151330
4578,2015-10-01 18:19:14-05,3635,151330
4579,2015-10-01 18:39:06-05,3635,151330
4580,2015-10-01 18:41:08-05,3635,151330
4581,2015-10-01 18:51:05-05,3635,151330
4582,2015-10-01 19:35:14-05,3635,151330
4583,2015-10-01 20:19:21-05,3635,151330
4584,2015-10-01 20:53:23-05,3635,151330
4585,2015-10-01 21:22:15-05,3635,151330
4586,2015-10-01 22:48:06-05,3635,151340
4587,2015-10-01 23:04:06-05,3635,151340
4588,2015-10-01 23:14:07-05,3635,151340
4589,2015-10-01 23:33:06-05,3635,151340
4590,2015-10-01 23:41:11-05,3635,151340
4591,2015-10-01 23:56:15-05,3635,151340
4592,2015-10-02 00:03:12-05,3635,151340
4593,2015-10-02 00:09:15-05,3635,151340
4594,2015-10-02 00:46:25-05,3635,151340
4595,2015-10-02 01:30:17-05,3635,151340
4596,2015-10-02 01:32:16-05,3635,151340
4597,2015-10-02 01:34:15-05,3635,151340
4598,2015-10-02 02:23:08-05,3635,151340
4599,2015-10-02 02:42:13-05,3635,151340
4600,2015-10-02 03:14:06-05,3635,151340
4601,2015-10-02 03:33:09-05,3635,151340
4602,2015-10-02 03:46:08-05,3635,151340
4603,2015-10-02 04:13:14-05,3635,151340
4604,2015-10-01 00:47:07-05,3723,242078
4605,2015-10-01 00:58:07-05,3723,242078
4606,2015-10-01 01:27:06-05,3723,242078
4607,2015-10-01 01:31:07-05,3723,242078
4608,2015-10-01 02:02:07-05,3723,242078
4609,2015-10-01 02:30:07-05,3723,242078
4610,2015-10-01 03:22:06-05,3723,242086
4611,2015-10-01 03:48:07-05,3723,242086
4612,2015-10-01 04:00:06-05,3723,242086
4613,2015-10-01 05:08:06-05,3723,242086
4614,2015-10-01 05:11:06-05,3723,242086
4615,2015-10-01 05:13:07-05,3723,242086
4616,2015-10-01 05:34:06-05,3723,242086
4617,2015-10-01 06:35:06-05,3723,242088
4618,2015-10-01 07:03:06-05,3723,242088
4619,2015-10-01 08:20:05-05,3723,242090
4620,2015-10-01 08:30:06-05,3723,242094
4621,2015-10-01 08:45:06-05,3723,242100
4622,2015-10-01 08:57:06-05,3723,242100
4623,2015-10-01 09:05:05-05,3723,242100
4624,2015-10-01 10:08:06-05,3723,242102
4625,2015-10-01 10:30:06-05,3723,242102
4626,2015-10-01 10:34:06-05,3723,242102
4627,2015-10-01 10:52:06-05,3723,242102
4628,2015-10-01 11:09:05-05,3723,242102
4629,2015-10-01 11:51:06-05,3723,242102
4630,2015-10-01 12:02:06-05,3723,242102
4631,2015-10-01 12:26:06-05,3723,242102
4632,2015-10-01 12:32:06-05,3723,242102
4633,2015-10-01 12:35:06-05,3723,242102
4634,2015-10-01 12:43:05-05,3723,242102
4635,2015-10-01 12:54:06-05,3723,242102
4636,2015-10-01 13:20:06-05,3723,242102
4637,2015-10-01 14:00:06-05,3723,242104
4638,2015-10-01 14:17:05-05,3723,242104
4639,2015-10-01 14:29:06-05,3723,242104
4640,2015-10-01 14:33:05-05,3723,242104
4641,2015-10-01 14:35:06-05,3723,242104
4642,2015-10-01 15:41:05-05,3723,242104
4643,2015-10-01 16:18:06-05,3723,242104
4644,2015-10-01 16:24:05-05,3723,242104
4645,2015-10-01 16:28:05-05,3723,242104
4646,2015-10-01 16:50:06-05,3723,242104
4647,2015-10-01 17:14:05-05,3723,242106
4648,2015-10-01 17:25:05-05,3723,242106
4649,2015-10-01 17:47:05-05,3723,242106
4650,2015-10-01 18:31:05-05,3723,242106
4651,2015-10-01 18:59:05-05,3723,242106
4652,2015-10-01 19:41:06-05,3723,242106
4653,2015-10-01 20:07:06-05,3723,242106
4654,2015-10-01 20:17:05-05,3723,242106
4655,2015-10-01 20:22:04-05,3723,242106
4656,2015-10-01 20:39:05-05,3723,242106
4657,2015-10-01 20:47:05-05,3723,242106
4658,2015-10-01 21:01:04-05,3723,242106
4659,2015-10-01 21:07:04-05,3723,242106
4660,2015-10-01 21:13:04-05,3723,242106
4661,2015-10-01 21:28:04-05,3723,242106
4662,2015-10-01 21:43:05-05,3723,242106
4663,2015-10-01 22:18:04-05,3723,242106
4664,2015-10-01 22:19:05-05,3723,242106
4665,2015-10-01 22:38:05-05,3723,242106
4666,2015-10-01 22:47:04-05,3723,242106
4667,2015-10-01 22:56:05-05,3723,242106
4668,2015-10-01 23:37:05-05,3723,242116
4669,2015-10-01 23:44:04-05,3723,242116
4670,2015-10-02 00:20:05-05,3723,242116
4671,2015-10-02 00:33:05-05,3723,242116
4672,2015-10-02 01:06:05-05,3723,242118
4673,2015-10-02 01:55:04-05,3723,242118
4674,2015-10-02 02:27:04-05,3723,242118
4675,2015-10-02 02:35:04-05,3723,242118
4676,2015-10-02 02:46:04-05,3723,242118
4677,2015-10-02 03:08:04-05,3723,242118
4678,2015-10-02 03:24:04-05,3723,242118
4679,2015-10-02 03:25:04-05,3723,242118
4680,2015-10-02 03:35:04-05,3723,242118
4681,2015-10-02 03:36:04-05,3723,242118
4682,2015-10-02 04:45:04-05,3723,242118
4683,2015-10-01 11:03:07-05,3778,117182
4684,2015-10-01 11:09:57-05,3778,117182
4685,2015-10-01 11:15:32-05,3778,117182
4686,2015-10-01 11:29:37-05,3778,117182
4687,2015-10-01 11:33:12-05,3778,117182
4688,2015-10-01 11:35:22-05,3778,117182
4689,2015-10-01 11:55:13-05,3778,117182
4690,2015-10-01 11:58:30-05,3778,117182
4691,2015-10-01 12:09:10-05,3778,117182
4692,2015-10-01 12:26:27-05,3778,117182
4693,2015-10-01 12:30:41-05,3778,117182
4694,2015-10-01 12:31:23-05,3778,117182
4695,2015-10-01 12:38:22-05,3778,117182
4696,2015-10-01 12:52:00-05,3778,117182
4697,2015-10-01 12:54:54-05,3778,117182
4698,2015-10-01 12:59:38-05,3778,117182
4699,2015-10-01 13:14:51-05,3778,117182
4700,2015-10-01 13:17:30-05,3778,117182
4701,2015-10-01 13:44:58-05,3778,117182
4702,2015-10-01 13:54:31-05,3778,117182
4703,2015-10-01 14:05:45-05,3778,117182
4704,2015-10-01 14:10:50-05,3778,117182
4705,2015-10-01 14:20:15-05,3778,117182
4706,2015-10-01 14:35:38-05,3778,117182
4707,2015-10-01 14:39:22-05,3778,117182
4708,2015-10-01 14:45:04-05,3778,117182
4709,2015-10-01 14:49:13-05,3778,117182
4710,2015-10-01 14:51:48-05,3778,117182
4711,2015-10-01 14:55:56-05,3778,117182
4712,2015-10-01 15:16:51-05,3778,117182
4713,2015-10-01 16:08:22-05,3778,117184
4714,2015-10-01 16:09:11-05,3778,117184
4715,2015-10-01 16:13:03-05,3778,117184
4716,2015-10-01 16:17:05-05,3778,117184
4717,2015-10-01 16:22:55-05,3778,117184
4718,2015-10-01 17:05:42-05,3778,117190
4719,2015-10-01 17:27:07-05,3778,117192
4720,2015-10-01 17:39:22-05,3778,117192
4721,2015-10-01 17:46:52-05,3778,117192
4722,2015-10-01 18:16:44-05,3778,117194
4723,2015-10-01 18:24:06-05,3778,117194
4724,2015-10-01 18:30:56-05,3778,117194
4725,2015-10-01 18:41:23-05,3778,117196
4726,2015-10-01 18:43:09-05,3778,117196
4727,2015-10-01 18:54:42-05,3778,117200
4728,2015-10-01 18:55:39-05,3778,117200
4729,2015-10-01 19:17:09-05,3778,117204
4730,2015-10-01 19:24:20-05,3778,117204
4731,2015-10-01 19:28:36-05,3778,117204
4732,2015-10-01 19:49:21-05,3778,117204
4733,2015-10-01 19:51:41-05,3778,117204
4734,2015-10-01 20:19:40-05,3778,117204
4735,2015-10-01 20:25:18-05,3778,117204
4736,2015-10-01 20:26:20-05,3778,117204
4737,2015-10-01 20:31:51-05,3778,117204
4738,2015-10-01 20:47:39-05,3778,117204
4739,2015-10-01 21:08:02-05,3778,117204
4740,2015-10-01 21:29:20-05,3778,117204
4741,2015-10-01 22:13:46-05,3778,117204
4742,2015-10-01 22:45:01-05,3778,117204
4743,2015-10-01 22:55:09-05,3778,117204
4744,2015-10-01 23:01:09-05,3778,117204
4745,2015-10-02 00:02:08-05,3778,117206
4746,2015-10-02 00:58:11-05,3778,117206
4747,2015-10-02 00:58:27-05,3778,117206
4748,2015-10-02 01:05:55-05,3778,117206
4749,2015-10-02 02:12:38-05,3778,117206
4750,2015-10-02 02:36:11-05,3778,117206
4751,2015-10-02 03:15:38-05,3778,117206
4752,2015-10-02 03:43:13-05,3778,117206
4753,2015-10-02 03:46:49-05,3778,117206
4754,2015-10-02 03:54:56-05,3778,117206
4755,2015-10-02 03:59:44-05,3778,117206
4756,2015-10-02 04:18:05-05,3778,117208
4757,2015-10-02 04:21:55-05,3778,117208
4758,2015-10-02 04:27:43-05,3778,117208
4759,2015-10-02 04:35:11-05,3778,117208
4760,2015-10-01 02:20:57-05,3849,129834
4761,2015-10-01 03:20:53-05,3849,129834
4762,2015-10-01 03:29:56-05,3849,129834
4763,2015-10-01 15:17:58-05,3849,129848
4764,2015-10-01 16:28:02-05,3849,129848
4765,2015-10-01 20:50:02-05,3849,129848
4766,2015-10-01 22:48:08-05,3849,129848
4767,2015-10-02 04:33:52-05,3849,129848
4768,2015-10-01 00:39:15-05,3893,89534
4769,2015-10-01 00:57:45-05,3893,89534
4770,2015-10-01 01:03:30-05,3893,89534
4771,2015-10-01 01:04:00-05,3893,89534
4772,2015-10-01 01:16:30-05,3893,89534
4773,2015-10-01 01:41:00-05,3893,89534
4774,2015-10-01 01:52:45-05,3893,89534
4775,2015-10-01 02:18:46-05,3893,89534
4776,2015-10-01 02:25:15-05,3893,89536
4777,2015-10-01 02:43:29-05,3893,89536
4778,2015-10-01 02:47:44-05,3893,89536
4779,2015-10-01 03:00:44-05,3893,89536
4780,2015-10-01 03:09:15-05,3893,89536
4781,2015-10-01 03:13:14-05,3893,89536
4782,2015-10-01 03:17:00-05,3893,89536
4783,2015-10-01 03:17:45-05,3893,89536
4784,2015-10-01 03:21:29-05,3893,89536
